id,nombre,lng,lat,altitud,corriente,zona,subzona,cenpoblado,municipio,depart,ctg,cotacero,areaaferete,maxnivel,maxcaudal,umbralsen,umbralobs,umbralpron,uroja,unaranja,uamarilla,ubajos,umaxhis,subred,en_H,en_Hsim,en_Q,en_Qsim,en_Calidad,NIVEL,CAUDAL
00100001,BOCATOMA TELLO,-75.06166667,3.052222222,767.0,Villavieja,Alto Magdalena,Juncal y otros Rios directos al Magdalena,TELLO,TELLO,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00100003,CAV. TERUEL,-75.57527778,2.7625,1055.0,Qda. la Maria,Alto Magdalena,Río Páez,TERUEL,TERUEL,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00100004,EL BATÁN,-75.075,2.796666667,1617.0,Ceibas,Alto Magdalena,Río Fortalecillas y otros,NEIVA,NEIVA,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00100005,FINCA SAN BENITO,-75.59944444,2.182777778,1043.0,Qda.de Garzon,Alto Magdalena,Ríos directos Magdalena (md),GARZÓN,GARZÓN,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00100006,LA FLORESTA,-75.58777778,2.630277778,655.0,Yaguara,Alto Magdalena,Río Yaguará y Río Iquira,YAGUARA,YAGUARA,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00100007,LA LINDOSA,-75.14777778,2.877222222,822.0,Ceibas,Alto Magdalena,Río Fortalecillas y otros,NEIVA,NEIVA,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00100008,CANAL FORTALECILLA,-75.11277778,2.99559,692.0,Fortalecillas,Alto Magdalena,Río Fortalecillas y otros,TELLO,TELLO,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00100009,LAS JUNTAS,-75.21194444,2.758055556,1170.0,Frio,Alto Magdalena,Río Neiva,RIVERA,RIVERA,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00100010,LAS VUELTAS MG-4,-75.53777778,2.527222222,577.0,Magdalena,Alto Magdalena,Ríos directos Magdalena (md),GIGANTE,GIGANTE,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00100011,LOS MICOS,-75.1325,2.915277778,797.0,Qda.el Mico,Alto Magdalena,Río Fortalecillas y otros,NEIVA,NEIVA,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00100012,MESA DE HERNANDEZ,-75.46361111,2.9548333,634.0,Bache,Alto Magdalena,Río Baché,PALERMO,PALERMO,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00100014,PTE. BRUSELAS,-76.16388889,1.785,1417.0,Guachicos,Alto Magdalena,Alto Magdalena,PITALITO,PITALITO,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0011017020,PR CHOCO- BAGADO [11017020],-76.4179,5.412,,,Atrato - Darién,Río Andágueda,BAGADO,BAGADO,CHOCO,Limnigráfica,0.0,,2.94,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0011027030,SIETE EL [11027030],-76.152139,5.862111,2300.0,ATRATO,Atrato - Darién,Alto Atrato,EL CARMEN DE ATRATO,EL CARMEN DE ATRATO,CHOCO,Limnigráfica,0.0,204.109382577,1.57,4.1,,,,0.0,0.25,0.5,0.91,5.0,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0011027070,BORAUDO AUTOM   [11027070],-76.575694,5.514611,39.851,ATRATO,Atrato - Darién,Río Quito,LLORO,LLORO,CHOCO,Limnigráfica,37.57,,8.02,4698.93,Roja,,Roja,7.0,6.5,6.0,1.57,9.44,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0011047010,BELEN    [11047010],-76.669667,5.764833,20.579,ATRATO,Atrato - Darién,Río Cabi y otros Directos Atrato (md),SAN FRANCISCO DE QUIBDO,QUIBDO,CHOCO,Limnigráfica,18.21,5432.07181443,,,,,,8.38,,,2.0,9.98,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
0011047020,QUIBDO AUTOM   [11047020],-76.66205,5.697972,20.83,ATRATO,Atrato - Darién,Río Cabi y otros Directos Atrato (md),SAN FRANCISCO DE QUIBDO,QUIBDO,CHOCO,Limnigráfica,21.97,4751.04865936,5.17,1891.38,,,Amarilla,6.5,5.623037,4.746074,0.06,9.0,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0011057020,SAN ANTONIO PADUA [11057020],-76.757724,6.292068,18.0,ATRATO,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),VIGIA DEL FUERTE,VIGIA DEL FUERTE,ANTIOQUIA,Limnigráfica,0.0,10511.3513093,7.49,2382.1,,,,,,,0.11,8.83,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0011077020,MAGDALENA LA [11077020],-76.134417,6.298389,1770.0,PENDERISCO,Atrato - Darién,Río Murrí,URRAO,URRAO,ANTIOQUIA,Limnigráfica,0.0,632.285341964,1.42,50.45,,,,,,,0.01,2.9,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
001111700230,CURVARADO [1111700230],-76.964783,7.159725,8.0,Atrato,Atrato - Darién,Río Sucio,CARMEN DEL DARIÉN  (CURBARADÓ),CARMEN DEL DARIÉN  (CURBARADÓ),CHOCO,Limnigráfica,0.0,,2.54,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
001111700231,MUTATA [1111700231],-76.433458,7.239492,128.0,Mutata,Atrato - Darién,Río Sucio,MUTATÁ,MUTATÁ,ANTIOQUIA,Limnigráfica,0.0,,0.58,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0011117010,ANIL EL   [11117010],-76.149583,6.873889,650.0,RIOSUCIO,Atrato - Darién,Río Sucio,URAMITA,URAMITA,ANTIOQUIA,Limnimétrica,0.0,715.002646049,1.6,36.0,,,,,,,0.41,4.8,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0011117040,MUTATA [11117040],-76.438056,7.229444,132.0,RIOSUCIO,Atrato - Darién,Río Sucio,MUTATA,MUTATA,ANTIOQUIA,Limnigráfica,0.0,3320.4625456,3.37,363.35,,,,,,,1.03,8.48,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0011117050,DABEIBA 2   [11117050],-76.288472,7.010444,650.0,RIOSUCIO,Atrato - Darién,Río Sucio,DABEIBA,DABEIBA,ANTIOQUIA,Limnigráfica,650.0,1973.8413801,1.44,128.8,,,,4.2,3.8,3.3,0.29,4.28,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0011155030,CAPURGANA AUTOMATICA [11155030],-77.328194,8.61625,2.0,MAR CARIBE,Atrato - Darién,Río Tolo y otros Directos al Caribe,ACANDI,ACANDI,CHOCO,Meteorológica Marina,0.0,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0012017010,CHIGORODO    [12017010],-76.68391667,7.673055556,50.0,CHIGORODO,Caribe - Litoral,Río León,CHIGORODO,CHIGORODO,ANTIOQUIA,Limnimétrica,0.0,195.35766748,2.23,125.98,,,,,,,0.0,6.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0012017020,BARRANQUILLITA    [12017020],-76.715668,7.576296,33.0,LEON,Caribe - Litoral,Río León,CHIGORODO,CHIGORODO,ANTIOQUIA,Limnigráfica,0.0,683.017370397,3.81,73.51,,,,,,,0.5,7.24,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0012027010,PUEBLO BELLO   [12027010],-76.524944,8.203722,84.0,MULATOS,Caribe - Litoral,Río Mulatos y otros directos al Caribe,DISTRITO ESPECIAL DE TURBO,TURBO,ANTIOQUIA,Limnigráfica,0.0,308.314160788,1.73,11.14,,,,5.0,4.03,3.06,0.19,10.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0012037010,CANDELARIA LA [12037010],-76.44583333,8.659722222,5.0,SAN JUAN D URABA,Caribe - Litoral,Río San Juan,ARBOLETES,ARBOLETES,ANTIOQUIA,Limnimétrica,0.0,1045.97119998,3.02,,,,,,,,0.05,9.97,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0012037030,CARMELO EL   [12037030],-76.39,8.62,20.0,SAN JUAN D URABA,Caribe - Litoral,Río San Juan,ARBOLETES,ARBOLETES,ANTIOQUIA,Limnimétrica,0.0,840.834762001,2.49,,,,,,,,0.0,4.95,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0012067001,GUAJARO EMBALSE AUT [12067001],-75.096278,10.520556,6.0,EMBALSE GUAJARO,Bajo Magdalena,Canal del Dique margen derecho,REPELON,REPELON,ATLANTICO,Limnigráfica,0.0,,2.81,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0013027040,CAÑO BARRO - AUT [13027040],-74.960439,8.235847,24.0,CANO BARRO,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,AYAPEL,AYAPEL,CORDOBA,Limnimétrica,20.45,,3.24,,,,,3.9,3.67,3.45,0.01,5.96,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0013047030,TIERRALTA [13047030],-76.06461111,8.187055556,100.317,SINU,Sinú,Medio Sinú,TIERRALTA,TIERRALTA,CORDOBA,Limnigráfica,94.453,,4.74,737.52,,,Amarilla,5.647,5.147,4.647,2.05,7.85,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0013057010,NUEVA COLOMBIA   [13057010],-75.978611,8.499444,25.499,SINU,Sinú,Medio Sinú,MONTERIA,MONTERIA,CORDOBA,Limnimétrica,19.779,,3.37,523.18,,,,6.321,5.821,5.321,0.69,5.92,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0013067020,MONTERIA  AUTOMATICA [13067020],-75.892556,8.751556,14.6,SINU,Sinú,Bajo Sinú,MONTERIA,MONTERIA,CORDOBA,Limnimétrica,8.674,8666.49727397,2.84,545.64,,,,5.826,5.326,4.826,0.01,6.0,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0013077040,LA DOCTRINA[13077040][13077040],-75.89277778,9.29722222,3.89,SINU,Sinú,Bajo Sinú,SANTA CRUZ DE LORICA,LORICA,CORDOBA,Limnimétrica,0.651,13514.5803509,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0013077060,COTOCA ABAJO   [13077060],-75.834667,9.223556,5.87,SINU,Sinú,Bajo Sinú,SANTA CRUZ DE LORICA,LORICA,CORDOBA,Limnimétrica,-0.457,13400.0800493,4.11,400.78,,,,5.857,5.357,4.857,0.75,6.22,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0013097010,TOLUVIEJO    [13097010],-75.439,9.437,60.0,AY PECHELIN,Caribe - Litoral,Directos Caribe Golfo de Morrosquillo,TOLU VIEJO,TOLU VIEJO,SUCRE,Limnimétrica,0.0,494.30354635,0.61,,,,,,,,0.0,7.2,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0014017701,MAHATES AUTOM [14017701],-75.203808,10.239786,9.0,CANAL DEL DIQUE,Bajo Magdalena,Canal del Dique margen izquierda,MAHATES,MAHATES,BOLÍVAR,Limnigráfica,0.0,,2.46,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0014017702,BARRANCAVIEJA AUTOM [14017702],-74.940667,10.164528,9.0,,Bajo Magdalena,Directos al Bajo Magdalena entre El Plato y Calamar (mi),CALAMAR,CALAMAR,BOLÍVAR,Limnigráfica,0.0,,8.56,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0014019030,ESC NAVAL CIOH AUTOM [14019030],-75.533282,10.390124,1.0,MAR CARIBE,Caribe - Litoral,Arroyos Directos al Caribe,DISTRITO TURISTICO Y CULTURAL DE CARTAGENA DE INDIAS,CARTAGENA,BOLÍVAR,Meteorológica Marina,0.0,,0.51,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
001501700160,RIO MANZANARES ALERTAS - AUT   [1501700160],-74.096333,11.208139,453.0,Manzanares,Caribe - Guajira,Rio  Piedras - Rio Manzanares,SANTA MARTA,SANTA MARTA,MAGDALENA,Limnigráfica,0.0,,1.69,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0015017020,REVUELTA LA [15017020],-73.94155556,11.27763889,50.0,PIEDRAS,Caribe - Guajira,Río  Piedras - Río Manzanares,DISTRITO TURISTICOCULTURAL E HISTORICO DE STA MARTA,SANTA MARTA,MAGDALENA,Limnimétrica,0.0,141.841074817,1.42,19.8,,,,5.0,,,0.01,4.95,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0015017030,MINCA    [15017030],-74.118056,11.1425,650.0,GAIRA,Caribe - Guajira,Río  Piedras - Río Manzanares,DISTRITO TURISTICOCULTURAL E HISTORICO DE STA MARTA,SANTA MARTA,MAGDALENA,Limnigráfica,604.65,34.7614241069,0.38,0.58,,,,,,,0.02,3.5,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0015017060,BOCAT STA MARTA  [15017060],-74.098192,11.205144,60.0,MANZANARES,Caribe - Guajira,Río  Piedras - Río Manzanares,DISTRITO TURISTICOCULTURAL E HISTORICO DE STA MARTA,SANTA MARTA,MAGDALENA,Limnimétrica,0.0,,0.19,1.04,,,,2.6,1.75,1.4,0.02,3.29,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0015017080,BURITACA [15017080],-73.764338,11.250034,28.0,BURITACA,Caribe - Guajira,Rio Guachaca - Mendiguaca y Buritaca,DISTRITO TURISTICOCULTURAL E HISTORICO DE STA MARTA,SANTA MARTA,MAGDALENA,Limnimétrica,0.0,,2.16,35.14,,,,,,,1.0,3.74,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0015037010,ANCHO    [15037010],-73.46130556,11.20505556,50.0,ANCHO,Caribe - Guajira,Río Ancho y Otros Directos al caribe,DIBULLA,DIBULLA,LA GUAJIRA,Limnimétrica,76.31,515.118709714,0.77,14.49,,,,,,,0.3,7.54,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0015037020,PTE CARRETERA [15037020],-73.56861111,11.24455556,30.0,PALOMINO,Caribe - Guajira,Río Ancho y Otros Directos al caribe,DIBULLA,DIBULLA,LA GUAJIRA,Limnimétrica,70.4398,691.468487352,1.18,15.78,,,,,,,0.22,6.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0015037030,MINGUEO [1503703],-73.40333333,11.21222222,44.0,CANAS,Caribe - Guajira,Río Ancho y Otros Directos al caribe,DIBULLA,DIBULLA,LA GUAJIRA,Limnimétrica,20.29,129.616883346,1.62,6.15,,,,6.41,5.91,5.41,0.0,4.3,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0015047020,PTE BOMBA [15047020],-73.1583,11.262395,14.0,TAPIAS,Caribe - Guajira,Río Tapias,RIOHACHA,RIOHACHA,LA GUAJIRA,Limnimétrica,11.74,781.366147582,1.4,0.05,,,,2.86,2.36,1.86,0.2,6.4,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
001506700109,BRUNO SECO,-72.495843,11.136757,166.0,Ay Bruno,Caribe - Guajira,Rio Rancheria,MAICAO,MAICAO,LA GUAJIRA,Limnimétrica,0.0,,0.18,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
001506700110,POZO TIGRE  [1506700110],-72.499875,11.135513,153.0,Ay Bruno,Caribe - Guajira,Rio Rancheria,ALBANIA (LA GUAJIRA),ALBANIA (LA GUAJIRA),LA GUAJIRA,Limnimétrica,0.0,,0.23,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0015067020,CERCADO EL-AUTOMAT   [15067020],-73.008333,10.9075,400.0,RANCHERIA,Caribe - Guajira,Río Ranchería,FONSECA,FONSECA,LA GUAJIRA,Limnigráfica,0.0,347.85853169,0.58,2.12,,,,3.5,3.0,2.5,0.1,5.0,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0015067050,CUESTECITAS AUTOMATICA [15067050],-72.55344444,11.18033333,76.0,RANCHERIA,Caribe - Guajira,Río Ranchería,ALBANIA,ALBANIA,LA GUAJIRA,Limnimétrica,0.0,2522.48469937,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0015067060,ESPERANZA LA [15067060],-72.50819444,11.14233333,135.0,AY BRUNO,Caribe - Guajira,Río Ranchería,ALBANIA,ALBANIA,LA GUAJIRA,Limnimétrica,0.0,35.5139393506,0.13,0.17,,,,,,,0.01,5.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0015067170,SAN FRANCISCO [15067170],-72.756215,10.990389,450.0,RANCHERIA,Caribe - Guajira,Río Ranchería,BARRANCAS,BARRANCAS,LA GUAJIRA,Limnimétrica,0.0,,1.61,18.75,,,,4.0,3.54,3.08,0.27,4.8,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0015067200,EL SILENCIO AUTOMATICA [15067200],-72.915333,10.917083,255.0,RANCHERIA,Caribe - Guajira,Río Ranchería,,FONSECA,LA GUAJIRA,Limnigráfica,0.0,,,,,,,,,,0.44,2.84,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
0015067220,PTE CARRETERA [15067220],-72.855944,11.510972,7.0,RIO RANCHERIA,Caribe - Guajira,Río Ranchería,,RIOHACHA,LA GUAJIRA,Limnigráfica,0.0,,2.31,,,,,0.0,0.25,0.5,1.05,4.93,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
0015087080,PARAGUACHON    [15087080],-72.13244444,11.36013889,35.0,CARRAIPIA,Caribe - Guajira,Río Carraipia - Paraguachon - Directos al Golfo Maracaibo,MAICAO,MAICAO,LA GUAJIRA,Limnigráfica,0.0,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0016017010,AGUAS CLARAS [16017010],-72.419839,8.233486,70.0,PAMPLONITA,Catatumbo,Río Pamplonita,DISTRITO ESPECIAL FRONTERIZO Y TURISTICO DE CUCUTA,CUCUTA,NORTE DE SANTANDER,Limnigráfica,0.0,2214.09683941,2.19,33.66,,,,0.0,0.25,0.5,0.03,5.13,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0016017020,LA DONJUANA AUTOMATICA [16017020],-72.605472,7.687972,730.0,PAMPLONITA,Catatumbo,Río Pamplonita,CHINACOTA,CHINACOTA,NORTE DE SANTANDER,Limnigráfica,0.0,420.104562865,1.28,29.79,,,,2.9,2.5,2.2,0.02,3.13,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0016027001,SAN JAVIER-PTE ZUL [16027001],-72.65083333,7.836388889,270.0,ZULIA,Catatumbo,Río Zulia,SAN CAYETANO,SAN CAYETANO,NORTE DE SANTANDER,Limnigráfica,0.0,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0016027010,POMARROSOS LOS [16027010],-72.82083333,7.778333333,850.0,SALAZAR,Catatumbo,Río Zulia,SALAZAR,SALAZAR,NORTE DE SANTANDER,Limnigráfica,0.0,101.237485199,1.33,9.29,,,,,,,0.0,4.02,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0016027060,PTO LEON [16027060],-72.434722,8.350278,47.0,ZULIA,Catatumbo,Río Zulia,DISTRITO ESPECIAL FRONTERIZO Y TURISTICO DE CUCUTA,CUCUTA,NORTE DE SANTANDER,Limnigráfica,0.0,5539.88373347,2.4,129.74,,,,0.0,0.25,0.5,0.74,5.84,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0016027120,SAN JAVIER-PTE ZUL [16027120],-72.650278,7.833889,270.0,ZULIA,Catatumbo,Río Zulia,SAN CAYETANO,SAN CAYETANO,NORTE DE SANTANDER,Limnigráfica,0.0,1581.44112271,1.86,81.54,,,,3.5,3.0,2.5,0.0,7.2,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0016027280,ASTILLEROS [16027280],-72.581464,8.105,140.0,ZULIA,Catatumbo,Río Zulia,EL ZULIA,EL ZULIA,NORTE DE SANTANDER,Limnigráfica,0.0,2645.02393994,1.85,144.31,,,,,,,0.96,4.68,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0016027300,PTE CAPIRA AUTOMATICA [16027300],-72.771167,7.537611,1320.0,ZULIA,Catatumbo,Río Zulia,CUCUTILLA,CUCUTILLA,NORTE DE SANTANDER,Limnigráfica,0.0,,1.72,9.98,,,,,,,1.31,3.3,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0016037020,CAMPO DOS [16037020],-72.63111111,8.488055556,50.0,SARDINATA,Catatumbo,Río Nuevo Presidente - Tres Bocas (Sardinata - Tibú),TIBU,TIBU,NORTE DE SANTANDER,Limnigráfica,0.0,1887.72649762,4.38,259.15,,,,,,,0.78,6.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0016037030,PTE SARDINATA [16037030],-72.794722,8.103389,245.0,SARDINATA,Catatumbo,Río Nuevo Presidente - Tres Bocas (Sardinata - Tibú),SARDINATA,SARDINATA,NORTE DE SANTANDER,Limnigráfica,0.0,910.024828607,1.35,15.97,,,,,,,0.35,3.54,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0016047010,PTE ABREGO [16047010],-73.083056,8.043333,1430.0,TARRA,Catatumbo,Río Tarra,ABREGO,ABREGO,NORTE DE SANTANDER,Limnigráfica,0.0,366.891459383,1.5,22.16,,,,,,,0.57,5.58,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
001605700152,PALO GRANDE - AUT   [1605700152],-73.304497,8.290762,1087.0,Algodonal,Catatumbo,Rio Algodonal (Alto Catatumbo),OCAÑA,OCAÑA,NORTE DE SANTANDER,Limnigráfica,0.0,,2.95,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0016057030,LA CABAÑA AUTOMATICA[16057030],-73.31825,8.197806,1220.0,ALGODONAL,Catatumbo,Río Algodonal (Alto Catatumbo),OCAÑA,OCAÑA,NORTE DE SANTANDER,Limnigráfica,0.0,536.17571359,0.97,4.61,,,,0.0,0.25,0.5,0.01,3.71,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0016057040,QUINCE LETRAS [16057040],-73.243081,8.539669,360.0,CATATUMBO,Catatumbo,Río Algodonal (Alto Catatumbo),TEORAMA,TEORAMA,NORTE DE SANTANDER,Limnigráfica,0.0,1397.69610084,2.83,54.14,,,,0.0,0.25,0.5,0.67,8.72,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0016067010,PTO BARCO-GABARRA [16067010],-72.9,9.003611,19.0,CATATUMBO,Catatumbo,Bajo Catatumbo,TIBU,TIBU,NORTE DE SANTANDER,Limnigráfica,0.0,5182.8447677,5.49,646.38,,,,,,,1.19,8.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0017019010,SAN ANDRES AUTOMATICA [17019010],-81.703389,12.556111,1.0,MAR CARIBE,Islas Caribe,San Andrés,SAN LUIS,SAN ANDRÉS,ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,Meteorológica Marina,0.0,,2.33,,,,,,,,2.09,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0019667,DESEMBOCADURA RÍO GUACHAL,-76.457393,3.596805556,1035.0,Guachal,Cauca,Río Guachal (Bolo - Fraile y Párraga),PALMIRA,PALMIRA,VALLE DEL CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0019668,DESEMBOCADURA RÍO TIMBA,-76.624028,3.117111,1034.0,Timba,Cauca,Rio Timba,BUENOS AIRES,BUENOS AIRES,CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0019671,DESEMBOCADURA RÍO RECIO,-74.77255556,4.773416667,243.0,Recio,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,AMBALEMA,AMBALEMA,TOLIMA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0019672,DESEMBOCADURA RÍO TOTARE,-74.81802778,4.612027778,269.0,Totare,Alto Magdalena,Río Totare,VENADILLO,VENADILLO,TOLIMA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0019674,DESEMBOCADURA RÍO SALDAÑA,-74.89105556,3.994555556,298.0,Saldaña,Saldaña,Bajo Saldaña,SALDAÑA,SALDAÑA,TOLIMA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
