Station,Latitude,Longitude,COMID_v1,Bias Corrected,Corrected Variability,Corrected Correlation,Corrected KGE
Congo_kasai_km0841,-3.1817,17.2371,7076904,0.999056505,1.081826814,0.902351025,0.872595762
Congo_kasai_km0856,-3.215,17.365,7076904,0.999463501,0.963581775,0.949787524,0.937968817
Congo_kasai_km0862,-3.231,17.404,7076920,0.999608962,0.943283122,0.940480314,0.917783516
Congo_kasai_km0868,-3.2556,17.456,7077018,0.999468278,0.918134707,0.942955996,0.900219104
Congo_kasai_km0896,-3.3244,17.6721,7077018,0.999255522,0.95022281,0.947549672,0.927685687
Congo_kasai_km0904,-3.3349,17.7273,7077197,0.999109388,0.952369997,0.942493953,0.925324999
Congo_kasai_km0952,-3.403,18.085,7077197,0.99914427,0.967129476,0.925515101,0.918580077
Congo_kasai_km0956,-3.4189,18.1196,7077197,0.99893057,1.014352712,0.9336346,0.932091898
Congo_kasai_km0959,-3.436,18.132,7077197,0.999471896,1.026291811,0.911710115,0.907877028
Congo_kasai_km0971,-3.4156,18.2146,7077194,0.999258295,0.953463128,0.915141116,0.903215389
Congo_kasai_km1017,-3.5912,18.5484,7077393,0.999275701,0.935600357,0.921355834,0.898349897
Congo_kasai_km1039,-3.6175,18.7264,7077452,0.99943443,1.007755804,0.97243685,0.971360873
Congo_kasai_km1044,-3.645,18.75,7077452,0.999406434,0.938025502,0.774305005,0.76594996
Congo_kasai_km1063,-3.688,18.906,7077520,0.999522663,0.977058392,0.960926573,0.95468689
Congo_kasai_km1100,-3.8184,19.1831,7077693,0.999610395,0.942202009,0.944597285,0.919936148
Congo_kasai_km1101,-3.814,19.191,7077693,0.999404265,0.873674532,0.964601841,0.868807361
Congo_kasai_km1107,-3.8446,19.2394,7077724,0.99927141,0.900021966,0.925616285,0.87538429
Congo_kasai_km1129,-3.943,19.403,7078086,0.999425567,1.017493428,0.923233381,0.921263326
Congo_kasai_km1130,-3.9311,19.4089,7077838,0.999530422,0.849326375,0.943724142,0.839159291
Congo_kasai_km1172,-4.089,19.713,7078019,0.999500045,0.930212349,0.461010616,0.456511157
Congo_kasai_km1178,-4.1083,19.7606,7078047,0.999354068,1.024564251,0.93965754,0.934846089
Congo_kasai_km1186,-4.1299,19.8321,7078120,0.999453312,0.96701077,0.96016654,0.948276769
Congo_kasai_km1250,-4.3791,20.2427,7078407,0.999220509,0.915872909,0.928961867,0.889889186
Congo_kasai_km1256,-4.3733,20.2966,7078407,0.999377042,0.975865497,0.947485332,0.942201621
Congo_kasai_km1288,-4.341,20.487,7078367,0.999609927,0.976095695,0.930789892,0.926777004
Congo_kasai_km1321,-4.4626,20.6933,7078551,0.9996221,0.944373835,0.919108825,0.901827727
Congo_kasai_km1328,-4.492,20.719,7078551,0.999151769,0.937542569,0.762605207,0.754525077
Congo_kasai_km1332,-4.5078,20.7486,7078551,0.999463129,0.859619156,0.931732954,0.843899202
Congo_kasai_km1337,-4.5026,20.7834,7078645,0.999385052,0.846808481,0.907248653,0.82091669
Congo_kasai_km1344,-4.5536,20.8036,7078750,0.999331516,1.032588776,0.906370124,0.900858541
Congo_kasai_km1407,-4.9259,21.0589,7079107,0.999518455,0.897767362,0.90967459,0.863579973
Congo_kasai_km1460,-5.3259,21.0455,7079597,0.999547848,0.867640838,0.91109196,0.840551601
Congo_kasai_km1470,-5.3924,20.9901,7079597,0.999391486,0.851209783,0.865098324,0.799158368
Congo_kasai_km1496,-5.5729,20.9144,7079930,0.999215157,0.93578202,0.839715013,0.827327356
Congo_kasai_km1557,-5.8944,20.6349,7080135,0.999525806,0.851000843,0.89882728,0.819897549
Congo_kasai_km1611,-6.2951,20.7251,7080650,0.99960964,0.907022262,0.902139714,0.865012416
Congo_kasai_km1616,-6.3309,20.7446,7080650,0.999846794,0.967643271,0.908733131,0.903167037
Congo_kasai_km1684,-6.6537,21.1399,7080975,0.999603689,1.13565327,0.615303629,0.592086695
Congo_kasai_km1710,-6.768,21.2976,7081195,0.999690467,0.926714605,0.920137964,0.891608166
Congo_kasai_km1784,-7.136,21.699,7082176,0.999908958,0.892950081,0.844154862,0.810930171
Congo_kasai_km1845,-7.5281,21.8419,7082176,0.99993531,0.904924387,0.88827814,0.853299112
Congo_kasai_km1851,-7.571,21.857,7082176,0.999923695,0.865291472,0.893322647,0.828167375
Congo_kasai_km1913,-8.0092,21.7711,7082852,0.999761621,0.821523305,0.778363963,0.715436263
Congo_kasai_km2087,-9.2386,21.8521,7083927,1.000006262,0.919414419,0.875478756,0.851677459
Congo_kasai_km2142,-9.6309,21.8736,7084513,0.999922309,0.888586388,0.909335236,0.856357742
Congo_kasai_km2160,-9.7241,21.9616,7084513,0.999952871,0.942222192,0.875122018,0.862403533
Congo_kasai_km2329,-10.5862,22.1566,7085417,1.000010673,0.907689756,0.864667212,0.836182587
Congo_kasai_km2408,-10.8269,21.7426,7086005,0.999982596,0.99275079,0.712669304,0.712577871
Congo_kasai_km2531,-11.2329,21.3686,7086172,0.999950411,1.03474385,0.574590881,0.573174443
Congo_kibali_km3324,3.5831,28.8182,7066581,0.999560683,0.929987797,0.834087183,0.819919561
Congo_kibali_km3362,3.5838,29.0221,7066605,0.999626036,0.880269266,0.874797177,0.8267622
Congo_kibali_km3420,3.3633,29.2751,7067043,0.999803344,0.925499515,0.759760428,0.748473833
Congo_kibali_km3436,3.2829,29.3521,7067049,0.999644637,1.04943563,0.853480847,0.845365366
Congo_kibali_km3445,3.2931,29.4294,7067335,0.999924137,1.085901724,0.880261519,0.852635093
Congo_kotto_km2257,4.3859,22.0944,7065394,0.999120248,0.800461178,0.899514843,0.776586074
Congo_kotto_km2287,4.5289,22.0624,7064860,0.999306672,0.793653526,0.907234053,0.773759268
Congo_kotto_km2340,4.6984,21.7894,7064569,0.999644047,0.8320435,0.95278824,0.825533777
Congo_kotto_km2415,5.1754,21.8945,7063499,0.999430239,0.83459879,0.955614505,0.828745928
Congo_kotto_km2429,5.2881,21.8935,7063215,0.999546987,0.825302606,0.889046198,0.793045583
Congo_kotto_km2547,6.0114,22.0819,7061525,0.999582643,0.916096501,0.865935344,0.841844054
Congo_kotto_km2636,6.6049,22.0672,7060003,0.999460092,0.698823553,0.949252198,0.694577534
Congo_kotto_km2675,6.7929,22.2564,7059729,0.999168103,0.765767582,0.950169564,0.760524343
Congo_kotto_km2709,6.9367,22.4608,7059186,0.998983498,0.678267709,0.809653122,0.626175663
Congo_kotto_km2807,7.4461,22.8141,7057748,0.999028436,0.674452899,0.883694592,0.654299542
Congo_kouyou_km1082,-0.6661,16.3921,7073469,0.999109012,0.960526913,0.766516239,0.763201383
Congo_kouyou_km1162,-0.5172,15.9572,7073104,0.999357439,0.883660255,0.704617423,0.682531552
Congo_kouyou_km1229,-0.4085,15.6766,7073104,0.999203755,0.807894901,0.581022295,0.53907992
Congo_kouyou_km1260,-0.434,15.5306,7072997,0.999423206,0.866293177,0.676771,0.650207443
Congo_kwango_km0891,-3.4574,17.2859,7077512,0.999536143,0.775401428,0.814955749,0.708991222
Congo_kwango_km0911,-3.6089,17.3204,7077512,0.999646899,0.847049131,0.870105358,0.799334331
Congo_kwango_km0974,-3.9881,17.0579,7077912,0.999586404,0.906242265,0.877435922,0.845686562
Congo_kwango_km0990,-3.9639,16.9321,7078016,0.999648326,0.918061923,0.871470826,0.847573885
Congo_kwango_km1045,-4.158,16.5534,7078230,0.999742591,0.89901185,0.930811673,0.877583917
Congo_kwango_km1070,-4.3059,16.5218,7078496,0.999540157,0.834861158,0.89848584,0.806154254
Congo_kwango_km1314,-6.0486,16.5998,7080339,0.999455963,0.97712225,0.901271346,0.898653888
Congo_kwango_km1456,-6.8809,16.8809,7081259,0.999395584,0.965118004,0.872508543,0.867821368
Congo_kwango_km1580,-7.5406,17.2009,7082035,0.999204514,1.028702932,0.846610926,0.843946486
Congo_kwango_km1594,-7.6178,17.28,7082122,0.999431138,0.891595044,0.840513291,0.807158178
Congo_kwango_km1710,-8.1631,17.5291,7082824,0.999559598,0.977113924,0.851559377,0.849804844
Congo_kwango_km1720,-8.2006,17.5203,7082824,0.999340646,0.938679697,0.705851601,0.699527214
Congo_kwango_km1939,-9.221,18.1079,7083929,0.999848497,0.767542748,0.796090726,0.690782619
Congo_kwango_km1959,-9.2671,18.2156,7083963,0.99984356,0.912704287,0.828669903,0.807712278
Congo_kwango_km2098,-9.7614,18.5717,7084505,0.999569878,0.862440345,0.787358727,0.746742908
Congo_kwango-Trib-01_km1357,-5.9655,16.1504,7080241,0.99988412,0.927610252,0.638050112,0.630882118
Congo_kwilu_km0912,-3.5264,17.5621,7077510,0.999466784,0.865913669,0.871809311,0.814494525
Congo_kwilu_km0922,-3.5301,17.6271,7077510,0.999443373,0.8838862,0.830935444,0.794901125
Congo_kwilu_km0948,-3.5964,17.7859,7077510,0.999502669,0.879977382,0.850122381,0.80798704
Congo_kwilu_km0959,-3.6771,17.8038,7077510,0.999512678,0.899338374,0.729349205,0.711235644
Congo_kwilu_km1002,-3.8352,18.0274,7077797,0.999459103,0.97526531,0.725189751,0.724078326
Congo_kwilu_km1082,-4.2699,18.3981,7078340,0.999518206,0.853891291,0.743180178,0.704526807
Congo_kwilu_km1083,-4.2749,18.4049,7078340,0.999556925,0.778562787,0.758735157,0.67251968
Congo_kwilu_km1092,-4.3429,18.4191,7078383,0.9994752,0.796951081,0.737866068,0.668422955
Congo_kwilu_km1100,-4.3946,18.4351,7078492,0.99954128,0.774158098,0.806817226,0.702805856
Congo_kwilu_km1185,-4.8059,18.7466,7078917,0.999569204,0.75817238,0.757402539,0.657459037
Congo_kwilu_km1195,-4.8581,18.7346,7078951,0.999575722,0.892835969,0.827248646,0.796708731
Congo_kwilu_km1295,-5.4111,19.0796,7079604,0.999379287,1.001463081,0.510755144,0.510752563
Congo_kwilu_km1303,-5.4391,19.1308,7080020,0.999307212,0.97659251,0.286836171,0.286451798
Congo_kwilu_km1449,-6.4124,19.3233,7080948,0.999886357,0.916431685,0.532546337,0.525135174
Congo_kwilu_km1464,-6.5227,19.2988,7080948,0.999843529,0.828208694,0.501396954,0.472631747
Congo_kwilu_km1469,-6.5591,19.2906,7080948,0.99994299,0.857878267,0.556034326,0.533841111
Congo_lefini_km0800,-2.8414,15.7509,7076531,1.00005083,1.205353089,0.322159617,0.291736293
Congo_lefini_km0866,-3.0371,15.3991,7076654,1.000447208,0.822853746,0.448998391,0.421222177
Congo_lefini_km0880,-3.0226,15.3212,7076654,1.000369794,0.897587145,0.4041539,0.395416586
Congo_likouala_km0993,-1.0637,16.7719,7074172,0.999732955,0.932567607,0.903453564,0.882235773
Congo_likouala_km0995,-1.0683,16.7576,7074172,0.999220043,0.86080157,0.82567188,0.77691458
Congo_likouala_km1011,-0.9506,16.7316,7074172,0.999034219,0.940237165,0.820121663,0.810451206
Congo_likouala_km1028,-0.8214,16.7034,7073718,0.999107504,0.908100623,0.801435797,0.781198641
Congo_likouala_km1074,-0.5234,16.6371,7073198,0.998921991,0.920657945,0.73739273,0.72566644
Congo_likouala_km1090,-0.4514,16.6193,7073094,0.999273401,0.907390361,0.727245184,0.711950937
Congo_likouala_km1099,-0.446,16.58,7073037,0.999243147,0.971204365,0.658688569,0.657475177
Congo_likouala_km1119,-0.327,16.5871,7072920,0.999248412,0.865213312,0.528836426,0.509935586
Congo_likouala_km1143,-0.2026,16.4951,7072828,0.999311475,0.980986397,0.756573962,0.75583156
Congo_likouala_km1227,0.1047,16.0954,7072235,0.99989947,1.004270782,0.818846422,0.818796058
Congo_likouala_km1237,0.0646,16.0394,7072291,0.999416552,1.001947132,0.803702946,0.803692422
Congo_likouala_km1319,0.003,15.6054,7072330,0.999303154,0.944966184,0.773500207,0.766909111
Congo_likouala_km1323,0.021,15.5816,7072330,0.999412077,0.919908521,0.730764818,0.71910398
Congo_likouala_km1427,0.0895,15.0989,7072234,0.999728157,1.078579319,0.721910517,0.711021552
Congo_likouala_km1467,0.0314,14.9015,7072294,0.999039823,0.8894746,0.684600424,0.665793958
Congo_likouala-Aus-Herbes_km1099,-0.5583,17.3514,7073517,0.998544987,0.927753265,0.846505329,0.830346465
Congo_likouala-Aux-Herbes_km1037,-0.8311,17.1726,7073633,0.998756956,0.87999491,0.958467167,0.873004949
Congo_likouala-Aux-Herbes_km1139,-0.4272,17.3801,7073034,0.998855737,0.923047239,0.909549602,0.881238427
Congo_likouala-Aux-Herbes_km1173,-0.2656,17.4099,7072738,0.998866574,0.883283921,0.868484242,0.824158246
Congo_likouala-Aux-Herbes_km1198,-0.128,17.404,7072738,0.998795457,0.966400525,0.900080013,0.894575243
Congo_likouala-Aux-Herbes_km1229,0.0376,17.4474,7072453,0.99824835,0.865921991,0.847661381,0.797054107
Congo_likouala-Aux-Herbes_km1268,0.235,17.448,7072208,0.998827783,0.998541573,0.929102997,0.92907831
Congo_likouala-Aux-Herbes_km1313,0.4464,17.3571,7071733,0.998293297,0.89423216,0.772469783,0.749082188
Congo_likouala-Aux-Herbes_km1328,0.5106,17.334,7071733,0.998455429,0.886555037,0.759712646,0.734274281
Congo_likouala-Aux-Herbes_km1345,0.562,17.253,7071591,0.998879696,0.928707869,0.906570463,0.8824717
Congo_likouala-Aux-Herbes_km1372,0.6624,17.1521,7071419,0.998659856,0.922032538,0.922176907,0.889831244
Congo_likouala-Aux-Herbes_km1448,1.006,17.155,7070911,0.99877263,0.899433578,0.76217008,0.741778811
Congo_likouala-Aux-Herbes_km1464,1.0524,17.2234,7070911,0.999113308,0.880636945,0.793213784,0.761234709
Congo_likouala-Aux-Herbes_km1468,1.0631,17.2426,7070911,0.998640681,0.94055403,0.834993398,0.824606586
Congo_lindi_km2226,0.5566,25.0786,7071522,0.998640651,0.785212849,0.380695756,0.344505443
Congo_lindi_km2356,1.2448,25.5954,7070565,0.999480216,1.055588793,0.776741441,0.769924429
Congo_lindi_km2377,1.2963,25.7096,7070461,0.999372313,1.029773822,0.86830592,0.864980723
Congo_lindi_km2447,1.2267,26.0676,7070491,0.99966999,1.065718921,0.801985905,0.791364751
Congo_lindi_km2465,1.3029,26.1789,7070442,0.99946174,0.978981136,0.81639251,0.815192552
Congo_lindi_km2517,1.2519,26.5294,7070606,0.999467226,0.946500635,0.749404345,0.743756662
Congo_lindi_km2534,1.2224,26.6281,7070606,0.999806879,1.088119672,0.795866202,0.777658548
Congo_lindi_km2538,1.2293,26.6611,7070606,0.999537054,0.877879778,0.68570751,0.662815581
Congo_lindi_km2599,1.0969,27.0316,7070731,0.999545417,1.033032487,0.858469584,0.854665178
Congo_lindi_km2604,1.0856,27.0656,7070731,0.999372655,0.921860201,0.832635239,0.815291622
Congo_lindi_km2655,0.8741,27.3295,7071056,0.999669788,0.887607047,0.388493213,0.378250183
Congo_lindi_km2695,0.8414,27.5556,7071066,0.999740627,1.038522584,0.792190909,0.788650349
Congo_lindi_km2774,0.4876,27.8691,7072167,0.999728696,1.138811508,0.615474865,0.591186732
Congo_lindi_km2853,0.1811,28.169,7072128,0.99974265,1.107561565,0.545425116,0.532872735
Congo_lindi_km2858,0.1465,28.1772,7072128,0.999887297,1.005712197,0.608199894,0.60815824
Congo_loange_km1223,-4.319,20.039,7078573,0.999272633,0.939903782,0.524448492,0.520665753
Congo_lobaye_km1652,3.6767,18.5114,7066475,0.999658412,0.892709364,0.915599873,0.863490737
Congo_lobaye_km1685,3.6626,18.2864,7066475,0.999794678,0.844063446,0.896014625,0.812572123
Congo_lobaye_km1724,3.6439,18.0514,7066475,0.999581566,0.845579784,0.832601063,0.772254128
Congo_lobaye_km1765,3.785,17.8459,7066297,0.999556822,0.924308171,0.850789184,0.832687965
Congo_lobaye_km1773,3.7594,17.7944,7066282,0.999625729,0.766950381,0.711997747,0.629517122
Congo_lobaye_km1808,3.7461,17.5609,7066308,0.999640673,0.882320557,0.708549354,0.685687958
Congo_lobeiye_km1856,3.9527,17.4159,7066103,0.999756863,0.868052396,0.838091865,0.791135275
Congo_lokolo_km1546,-0.9359,20.0726,7073758,0.998600059,0.927207895,0.801476954,0.788547759
Congo_lokolo_km1568,-0.9603,20.2111,7073866,0.998355913,0.914399399,0.746691677,0.732614001
Congo_lokoro_km1141,-1.6961,18.4989,7074843,0.998302286,0.936884993,0.89178672,0.874714325
Congo_lokoro_km1204,-1.8073,18.7956,7075010,0.998738665,1.069819657,0.843990033,0.829074621
Congo_lokoro_km1238,-1.8408,18.9371,7075153,0.998268232,0.98839081,0.821295545,0.820910485
Congo_lokoro_km1344,-2.3209,19.2983,7075840,0.998269274,1.174524714,0.781337462,0.720222988
Congo_lokoro_km1380,-2.4886,19.4113,7075955,0.998384387,1.133016927,0.855661476,0.803710105
Congo_loloi_km1144,-1.5364,18.5399,7074786,0.998414383,0.923934524,0.879021132,0.857086189
Congo_loloi_km1178,-1.4843,18.7191,7074652,0.998942514,0.927285537,0.804289431,0.791215091
Congo_lomako_km1660,0.8596,21.0062,7071091,0.998818533,1.04117215,0.5874643,0.585413163
Congo_lomami_km2223,0.2489,24.0759,7072001,0.998920556,0.858901277,0.858841749,0.800411257
Congo_lomami_km2240,0.1511,24.0509,7072127,0.998587491,0.891479277,0.820295364,0.790065489
Congo_lomami_km2248,0.0864,24.0399,7072337,0.998824113,0.878054691,0.866316998,0.819049217
Congo_lomami_km2266,-0.0301,24.0129,7072524,0.998854228,0.905084022,0.866115806,0.835880126
Congo_lomami_km2267,-0.0436,24.0106,7072524,0.998782192,0.884414014,0.782070097,0.753311845
Congo_lomami_km2284,-0.1101,24.0253,7072524,0.998686573,0.885927233,0.773780239,0.746643134
Congo_lomami_km2415,-0.6489,24.3439,7073472,0.998752193,0.875834692,0.870387389,0.820506241
Congo_lomami_km2502,-1.0054,24.6916,7073887,0.999101603,0.99131728,0.833548834,0.833320105
Congo_lomami_km2507,-1.0245,24.7284,7073998,0.998862436,0.841533217,0.868013504,0.793763605
Congo_lomami_km2608,-1.4119,25.1102,7074579,0.998877305,0.883852087,0.915828527,0.856555115
Congo_lomami_km2829,-2.4717,25.0169,7075916,0.999282031,0.924443429,0.890809161,0.867214646
Congo_lomami_km2842,-2.5249,25.0284,7076021,0.999247483,0.903620029,0.920538595,0.875084908
Congo_lomami_km2853,-2.5784,25.0405,7076181,0.999276675,0.965845443,0.886208813,0.881191367
Congo_lomami_km3002,-3.4744,24.7716,7077254,0.999308736,0.933417186,0.882716996,0.865133207
Congo_lomami_km3014,-3.55,24.7871,7077710,0.99943375,0.885690855,0.883680752,0.836913922
Congo_lomami_km3109,-3.9444,24.8759,7078244,0.999579545,0.938385078,0.93632943,0.911396857
Congo_lomami_km3136,-4.0639,24.9895,7078244,0.999443297,0.849671991,0.877927291,0.80634937
Congo_lomami_km3182,-4.3831,24.9734,7078433,0.99962858,0.850142374,0.839090203,0.78011501
Congo_lomami_km3195,-4.4724,24.9936,7078656,0.999555023,0.848471089,0.665083714,0.632399501
Congo_lomami_km3227,-4.6309,24.8631,7078783,0.99963739,0.862746133,0.880361325,0.817922632
Congo_lomami_km3293,-5.0458,25.1209,7079212,0.999711608,0.920527034,0.834756004,0.816638025
Congo_lomami_km3313,-5.1589,25.2129,7079348,0.999779036,0.829030287,0.887760548,0.795480108
Congo_lomami_km3388,-5.4171,25.6235,7079785,0.999795446,1.004335637,0.822688078,0.82263496
Congo_lomami_km3500,-5.879,25.9879,7080125,0.999719626,1.001266299,0.887146185,0.887138732
Congo_lomami_km3509,-5.9324,25.9761,7080221,0.999746483,0.9778468,0.887773909,0.885608025
Congo_lomami_km3513,-5.9639,25.9689,7080221,0.999631316,1.101653389,0.870345741,0.835246323
Congo_lomami_km3597,-6.1321,25.4646,7080484,0.999860727,1.101892412,0.789542007,0.76617389
Congo_lomami_km3727,-6.6071,25.4681,7080980,0.99987341,1.048426079,0.819020869,0.812653938
Congo_lomami_km3730,-6.6381,25.4749,7080980,0.999849899,1.02451306,0.747171879,0.745986277
Congo_lomami_km3753,-6.7856,25.5079,7081216,0.99994286,1.012582595,0.892700928,0.891965673
Congo_lomela_km1617,-0.3909,20.8156,7073091,0.99843621,1.024483975,0.77858722,0.777232117
Congo_lomela_km1634,-0.4759,20.8349,7073091,0.998587538,0.979899326,0.822191622,0.821053496
Congo_lomela_km1699,-0.6507,21.0709,7073324,0.998607139,1.054724753,0.712594809,0.707427817
Congo_lomela_km1756,-0.7654,21.3649,7073525,0.998454891,0.892013657,0.619537743,0.604506679
Congo_lomela_km1796,-0.8162,21.5019,7073642,0.998787774,1.13038982,0.801120777,0.762185114
Congo_lomela_km1901,-1.1581,21.8936,7074130,0.998355604,1.038536843,0.711664614,0.709096086
Congo_lomela_km1914,-1.176,21.9246,7074250,0.998581108,1.074969541,0.71680081,0.707042279
Congo_lomela_km1998,-1.4743,22.2919,7074798,0.998793834,0.863760169,0.695917236,0.666789745
Congo_lomela_km2069,-1.7351,22.5156,7074995,0.999029548,0.957209862,0.631145421,0.628670446
Congo_lomela_km2098,-1.8311,22.6251,7075099,0.998631114,0.84159122,0.628304188,0.59595422
Congo_lomela_km2110,-1.8644,22.6708,7075099,0.998661105,0.954412586,0.605720446,0.603091482
Congo_lomela_km2119,-1.9051,22.7085,7075099,0.998763459,0.835806742,0.59701618,0.564848401
Congo_lomela_km2194,-2.0477,23.0529,7075583,0.999479651,1.186268247,0.636032124,0.591137254
Congo_lomela_km2205,-2.0888,23.0899,7075583,0.998846421,1.001590956,0.1889623,0.188959919
Congo_lopori_km1501,1.3238,19.9679,7070332,0.99931323,0.932524282,0.765476879,0.755962015
Congo_lopori_km1518,1.3283,20.1066,7070332,0.999056831,0.872579876,0.813995639,0.774535147
Congo_lopori_km1564,1.354,20.4289,7070320,0.999357056,0.96545489,0.752755291,0.7503528
Congo_lopori_km1592,1.4458,20.5999,7070320,0.999358207,0.980037302,0.707541041,0.706859822
Congo_lopori_km1631,1.5139,20.8611,7070006,0.999496849,1.049618213,0.847601153,0.839726394
Congo_lopori_km1665,1.5371,21.0884,7069988,0.999368968,1.018878701,0.844141953,0.843001483
Congo_lopori_km1669,1.5517,21.1066,7069988,0.999407396,0.797370241,0.671301011,0.613862465
Congo_lopori_km1720,1.5724,21.3159,7069938,0.999447298,0.946100386,0.843496033,0.834473671
